samp_id,date,DEPARTAMENTO,PROVINCIA,DISTRITO,LOCALIDAD,ESPECIE,RESULTADO.FINAL,PDL,SES_median,SES_mode,lon,lat
2016_306,2016-06-17,AREQUIPA,AREQUIPA,C. COLORADO,VILLA AVIACION,CAN,NEGATIVO,1.4.121,D,D,-71.5953499054581, -16.3284401738946
2016_307,2016-06-20,AREQUIPA,AREQUIPA,C. COLORADO,M. CASTILLA POR PLAZA,CAN,NEGATIVO,1.4.14,C,C,-71.568027940975, -16.3920671798173
2016_308,2016-06-20,AREQUIPA,AREQUIPA,C. COLORADO,M CASTILLA AV RAMON CASTILLA,CAN,NEGATIVO,1.4.14,C,C,-71.568027940975, -16.3920671798173
2016_309,2016-06-21,AREQUIPA,AREQUIPA,A.S.A.,FRENTE I.E S. ROSA DE LIMA,CAN,NEGATIVO,1.1.1,B,B,-71.5220097000831, -16.3856689461757
2016_310,2016-06-21,AREQUIPA,AREQUIPA,M. MELGAR,LOS ROSALES B-6,CAN,NEGATIVO,1.10.15,C,C,-71.4960739169099, -16.398860490422
2016_311,2016-06-21,AREQUIPA,AREQUIPA,M. MELGAR,PANAMA 501,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2016_313,2016-06-21,AREQUIPA,AREQUIPA,J.L.B. Y R,LA FLORIDA,CAN,NEGATIVO,1.8.28,B,B,-71.5161425503837, -16.4368012310788
2016_314,2016-06-22,AREQUIPA,AREQUIPA,CAYMA,J. V. ALVARADO MZ L-1,CAN,NEGATIVO,1.3.40,D,D,-71.5445086718239, -16.3520306653472
2016_315,2016-06-22,AREQUIPA,AREQUIPA,HUNTER,MILAGROS,CAN,NEGATIVO,1.7.28,C,C,-71.5538831996231, -16.4465898602624
2016_316,2016-06-22,AREQUIPA,AREQUIPA,SOCABAYA,AV SALAVERRY CUADRA 1,CAN,NEGATIVO,1.25.23,C,C,-71.5276460770374, -16.4669819517211
2016_317,2016-06-22,AREQUIPA,AREQUIPA,SOCABAYA,CAMPIÑA LARA,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_318,2016-06-23,AREQUIPA,AREQUIPA,M. MELGAR,SANTA ROSA MADRID 108,CAN,NEGATIVO,1.10.38,B,B,-71.5075388535141, -16.4080611168425
2016_319,2016-06-23,AREQUIPA,AREQUIPA,CAYMA,B. AIRES PLAZA,CAN,NEGATIVO,1.3.69,D,D,-71.5507190628038, -16.3536944009734
2016_320,2016-06-23,AREQUIPA,AREQUIPA,CAYMA,B. AIRES PLAZA,CAN,NEGATIVO,1.3.69,D,D,-71.5507190628038, -16.3536944009734
2016_324,2016-06-24,AREQUIPA,AREQUIPA,M. MELGAR,G. SAN MARTIN AV PERU 506,CAN,POSITIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2016_326,2016-06-27,AREQUIPA,AREQUIPA,CAYMA,1 DE JUNIO ZONA B,CAN,NEGATIVO,1.3.99,D,D,-71.5394398590936, -16.3245885692352
2016_328,2016-06-28,AREQUIPA,AREQUIPA,SOCABAYA,LAS PEÑAS,CAN,NEGATIVO,1.25.21,B,B,-71.5406319030108, -16.4538268045912
2016_329,2016-06-28,AREQUIPA,AREQUIPA,SOCABAYA,C. M. TRABAJO,CAN,NEGATIVO,1.25.22,B,B,-71.5346227547186, -16.4478288934151
2016_327,2016-06-28,AREQUIPA,AREQUIPA,SACHACA,MZ K LT 4 CMT5,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_331,2016-06-30,AREQUIPA,AREQUIPA,C. COLORADO,CALLE MARA�ON ZAMACOLA,CAN,NEGATIVO,1.4.289,C,C,-71.5631550293763, -16.3532257367289
2016_332,2016-07-01,AREQUIPA,AREQUIPA,PAUCARPATA,CEMENTERIO,CAN,NEGATIVO,1.13.1,B,B,-71.5042118449788, -16.4355387685106
2016_333,2016-07-01,AREQUIPA,AREQUIPA,SOCABAYA,AV SALAVERRY CUADRA 1,CAN,NEGATIVO,1.25.23,C,C,-71.5276460770374, -16.4669819517211
2016_334,2016-07-04,AREQUIPA,AREQUIPA,CERCADO,URB SAN SEBASTIAN FRENTE AL PARQUE LAMBRAMANI,CAN,NEGATIVO,1.10.57,A,A,-71.5232897274791, -16.4093582501293
2016_336,2016-07-04,AREQUIPA,AREQUIPA,YURA,PROFAM,CAN,NEGATIVO,1.29.67,E,E,-71.6368638788295, -16.3126533292483
2016_337,2016-07-05,AREQUIPA,AREQUIPA,C. COLORADO,LOS angeles zna mz c lt 10,CAN,POSITIVO,1.4.252,E,E,-71.5510798926494, -16.3079195795616
2016_338,2016-07-05,AREQUIPA,AREQUIPA,C. COLORADO,LOS ANGELES DEL SUR MZ O LT4,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_339,2016-07-05,AREQUIPA,AREQUIPA,C. COLORADO,MONSERRAT 2 MZK LT 11,CAN,POSITIVO,1.4.158,E,E,-71.601512096505, -16.3176264990423
2016_340,2016-07-05,AREQUIPA,AREQUIPA,C. COLORADO,VILLA CONO NORTE MZ F LT 18,CAN,NEGATIVO,1.4.165,D,D,-71.5953489021968, -16.3177720136753
2016_343,2016-07-07,AREQUIPA,AREQUIPA,SACHACA,URB LA PLANICIE H 2,CAN,NEGATIVO,1.18.24,C,C,-71.5699755598396, -16.4207911319467
2016_344,2016-07-07,AREQUIPA,AREQUIPA,YURA,C. DE DIOS CMTE 27 KM 14 MZ M LT4,CAN,NEGATIVO,1.29.32,D,D,-71.6158025217612, -16.3037739823721
2016_341,2016-07-07,AREQUIPA,AREQUIPA,A.S.A.,AV LAS TORRES,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_342,2016-07-07,AREQUIPA,AREQUIPA,HUNTER,HUNTER,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_345,2016-07-07,AREQUIPA,AREQUIPA,YURA,C. DE DIOS,CAN,NEGATIVO,via publica,NA,NA,NA,NA
2016_346,2016-07-07,AREQUIPA,AREQUIPA,YURA,C. DE DIOS,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_347,2016-07-08,AREQUIPA,AREQUIPA,MIRAFLORES,VILLA MILITAR CASA 28 DE OFICIALES,CAN,POSITIVO,1.11.8,B,B,-71.5159045267363, -16.395773105241
2016_359,2016-07-11,AREQUIPA,AREQUIPA,J.L.B. Y R,URB LA ESTRELLA E 8,CAN,NEGATIVO,1.8.55,A,A,-71.5180705098495, -16.4282396237597
2016_355,2016-07-11,AREQUIPA,AREQUIPA,PAUCARPATA,JORGE CHAVEZ,CAN,POSITIVO,1.13.96,C,C,-71.4961356053873, -16.4130161170882
2016_356,2016-07-11,AREQUIPA,AREQUIPA,C. COLORADO,MONSERRAT 2 K 11,CAN,NEGATIVO,1.4.158,E,E,-71.601512096505, -16.3176264990423
2016_357,2016-07-11,AREQUIPA,AREQUIPA,C. COLORADO,C. MUNICIPAL ZN 7 MZ F LT 5,CAN,POSITIVO,1.4.184,D,D,-71.5873868321257, -16.3209070842405
2016_361,2016-07-13,AREQUIPA,AREQUIPA,SOCABAYA,3 DE OCTUBRE MZ H LT 6 CMTE 7,CAN,NEGATIVO,1.25.4A,C,C,-71.5200821104396, -16.4445047318895
2016_367,2016-07-13,AREQUIPA,AREQUIPA,PAUCARPATA,P.J. CAMPO MARTE AV LAS NUBES 508,CAN,NEGATIVO,1.13.56,C,C,-71.4959101054772, -16.4267551163365
2016_368,2016-07-13,AREQUIPA,AREQUIPA,PAUCARPATA,P.J. CAMPO MARTE AV LAS NUBES 508,CAN,NEGATIVO,1.13.56,C,C,-71.4959101054772, -16.4267551163365
2016_369,2016-07-13,AREQUIPA,AREQUIPA,MIRAFLORES,VILLA MILITAR CASA 28 DE OFICIALES,CAN,NEGATIVO,1.11.8,B,B,-71.5159045267363, -16.395773105241
2016_370,2016-07-13,AREQUIPA,AREQUIPA,MIRAFLORES,VILLA MILITAR CASA 28 DE OFICIALES,CAN,NEGATIVO,1.11.8,B,B,-71.5159045267363, -16.395773105241
2016_371,2016-07-13,AREQUIPA,AREQUIPA,MIRAFLORES,VILLA MILITAR CASA 28 DE OFICIALES,CAN,NEGATIVO,1.11.8,B,B,-71.5159045267363, -16.395773105241
2016_362,2016-07-13,AREQUIPA,AREQUIPA,C. COLORADO,MONSERRAT 2  K 11,CAN,NEGATIVO,1.4.158,E,E,-71.601512096505, -16.3176264990423
2016_363,2016-07-13,AREQUIPA,AREQUIPA,C. COLORADO,MONSERRAT 2  K 11,CAN,NEGATIVO,1.4.158,E,E,-71.601512096505, -16.3176264990423
2016_364,2016-07-13,AREQUIPA,AREQUIPA,C. COLORADO,C. MUNICIPAL ZN 7 MZ F LT 5,CAN,NEGATIVO,1.4.184,D,D,-71.5873868321257, -16.3209070842405
2016_365,2016-07-13,AREQUIPA,AREQUIPA,C. COLORADO,C. MUNICIPAL ZN 7 MZ F LT 5,CAN,NEGATIVO,1.4.184,D,D,-71.5873868321257, -16.3209070842405
2016_366,2016-07-13,AREQUIPA,AREQUIPA,C. COLORADO,C. MUNICIPAL ZN 7 MZ F LT 5,CAN,NEGATIVO,1.4.184,D,D,-71.5873868321257, -16.3209070842405
2016_377,2016-07-14,AREQUIPA,AREQUIPA,PAUCARPATA,MIRADOR DE JESUS G 6,CAN,NEGATIVO,1.13.29,D,D,-71.4723208458959, -16.4215584616216
2016_372,2016-07-14,AREQUIPA,AREQUIPA,J.L.B. Y R,ALTO DE LA LUNA 2 ETAPA B 2 LOTE 2,CAN,NEGATIVO,1.8.61,A,A,-71.5248710363458, -16.4309149871096
2016_374,2016-07-14,AREQUIPA,AREQUIPA,CAYMA,PARQUE VILLA CONTINENTAL,CAN,NEGATIVO,1.3.75,D,D,-71.5542999877559, -16.3452913574688
2016_375,2016-07-14,AREQUIPA,AREQUIPA,CAYMA,AV J. CHAVEZ 2 CUADRA,CAN,NEGATIVO,1.3.50,E,E,-71.546518974523, -16.342100209274
2016_376,2016-07-14,AREQUIPA,AREQUIPA,CAYMA,JOSE OLAYA MZ I,CAN,NEGATIVO,1.3.54,C,C,-71.5416482588709, -16.3393687808591
2016_378,2016-07-14,AREQUIPA,AREQUIPA,J.L.B. Y R,P. DIEZ CANSECO F 5,CAN,NEGATIVO,1.8.34,B,B,-71.5262896499619, -16.428164379382
2016_379,2016-07-14,AREQUIPA,AREQUIPA,PAUCARPATA,VIRGEN COPACABANA,CAN,NEGATIVO,1.13.33,E,E,-71.4767408023839, -16.4207345171261
2016_380,2016-07-14,AREQUIPA,AREQUIPA,J.L.B. Y R,URB 13 DE ENERO,CAN,NEGATIVO,1.8.16,B,B,-71.5304391483221, -16.4331892087993
2016_382,2016-07-18,AREQUIPA,AREQUIPA,M. MELGAR,MIRADOR MZ H L4,CAN,NEGATIVO,1.10.21,E,E,-71.491451836474, -16.3920450359548
2016_381,2016-07-18,AREQUIPA,AREQUIPA,C. COLORADO,BEDOYA FORGA II MZ M LT 10,CAN,POSITIVO,1.4.217,E,E,-71.5669919255176, -16.3191043256507
2016_383,2016-07-19,AREQUIPA,AREQUIPA,C. COLORADO,LOS ANGELES DEL SUR ZONA A MZ B LT18,CAN,NEGATIVO,1.4.252,E,E,-71.5510798926494, -16.3079195795616
2016_384,2016-07-20,AREQUIPA,AREQUIPA,J.L.B. Y R,LA CAMPIÑA,CAN,NEGATIVO,1.25.34,B,B,-71.5223159777983, -16.4588518360258
2016_385,2016-07-21,AREQUIPA,AREQUIPA,PAUCARPATA,URB SAN GERONIMO CALLE AGUA MARINA 149,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_386,2016-07-22,AREQUIPA,AREQUIPA,M. MELGAR,PPJJ ARTURO VILLEGAS MZ A LT 5,CAN,POSITIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2016_387,2016-07-22,AREQUIPA,AREQUIPA,C. COLORADO,CEMENTERIO PARQUE LA ESPERANZA,CAN,NEGATIVO,1.4.52,C,C,-71.5644635764436, -16.3807010308144
2016_388,2016-07-22,AREQUIPA,AREQUIPA,C. COLORADO,CURAl lateral 5,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_389,2016-07-25,AREQUIPA,AREQUIPA,A.S.A.,ASC ANDENES B-7,CAN,NEGATIVO,1.1.85,D,D,-71.5289966929583, -16.3658743964741
2016_390,2016-07-25,AREQUIPA,AREQUIPA,PAUCARPATA,C HUACSAPATA MZ Z LT 12 CMTE 4,CAN,NEGATIVO,1.13.24,E,E,-71.4803322991771, -16.4293117964361
2016_394,2016-07-26,AREQUIPA,AREQUIPA,CERCADO,IV CENTENARIO,CAN,NEGATIVO,1.10.60,B,B,-71.5327900852293, -16.4059410338104
2016_396,2016-07-27,AREQUIPA,AREQUIPA,M. MELGAR,A. VILLEGAS MZ A LT 5,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2016_397,2016-07-27,AREQUIPA,AREQUIPA,M. MELGAR,A. VILLEGAS MZ A LT 5,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2016_398,2016-07-27,AREQUIPA,AREQUIPA,M. MELGAR,A. VILLEGAS MZ A LT 5,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2016_395,2016-07-27,AREQUIPA,AREQUIPA,M. MELGAR,PJ JERUSALEN PERUANA MZ A LT 38,CAN,NEGATIVO,1.10.36,C,C,-71.4896264635742, -16.4009186345142
2016_400,2016-08-01,AREQUIPA,AREQUIPA,CAYMA,11 DE MAYO ZN B MZ 1 LT 2,CAN,NEGATIVO,1.3.101,E,E,-71.5368422344966, -16.3180037096783
2016_399,2016-08-01,AREQUIPA,AREQUIPA,C. COLORADO,H BEDOYA FORJA I MZ G LT6,CAN,NEGATIVO,1.4.236,D,D,-71.5594336103187, -16.3324705878613
2016_401,2016-08-08,AREQUIPA,AREQUIPA,C. COLORADO,NUEVO HORIZONTE MZ O LT4,CAN,NEGATIVO,1.4.276,D,D,-71.5539649816784, -16.327355748035
2016_402,2016-08-08,AREQUIPA,AREQUIPA,C. COLORADO,ENACE SEC 2 P 9,CAN,NEGATIVO,1.3.88,C,C,-71.553042024136, -16.3381342812089
2016_403,2016-08-08,AREQUIPA,AREQUIPA,C. COLORADO,H BEDOYA FORJA I MZ G LT6,CAN,NEGATIVO,1.4.236,D,D,-71.5594336103187, -16.3324705878613
2016_404,2016-08-08,AREQUIPA,AREQUIPA,HUNTER,HUNTER,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_405,2016-08-11,AREQUIPA,AREQUIPA,M. MELGAR,CUBA 153 G. SAN MARTIN,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2016_407,2016-08-12,AREQUIPA,AREQUIPA,SOCABAYA,BELLAPAMPA LAS PEÑAS S/N,CAN,NEGATIVO,1.25.21,B,B,-71.5406319030108, -16.4538268045912
2016_409,2016-08-16,AREQUIPA,AREQUIPA,HUNTER,ALTO ALIANZA,CAN,NEGATIVO,1.7.39,C,C,-71.55333362071, -16.4556220610334
2016_408,2016-08-16,AREQUIPA,AREQUIPA,C. COLORADO,ALIPIO PONCE,CAN,NEGATIVO,1.4.224,E,E,-71.5706780477883, -16.3261081767432
2016_410,2016-08-17,AREQUIPA,AREQUIPA,J.L.B. Y R,CERRO JULY CAMPO FERIAL,CAN,NEGATIVO,1.8.70,D,D,-71.5432715303521, -16.4333361898488
2016_411,2016-08-18,AREQUIPA,AREQUIPA,HUNTER,CALLE BRASIL,CAN,NEGATIVO,1.7.25,C,C,-71.556032910168, -16.4394722693619
2016_412,2016-08-19,AREQUIPA,AREQUIPA,CERCADO,AV EMMEL AV QUIÑONES,CAN,NEGATIVO,1.27.14,A,A,-71.5438083249584, -16.3977123732162
2016_414,2016-08-22,AREQUIPA,AREQUIPA,MIRAFLORES,ESTADIO LOS PALITOS,CAN,NEGATIVO,1.10.55,A,A,-71.5218245742004, -16.4018419678826
2016_415,2016-08-23,AREQUIPA,AREQUIPA,YURA,ALTIPLANO MZ E LT 6,CAN,NEGATIVO,1.X.70,NA,NA,NA,NA
2016_416,2016-08-25,AREQUIPA,AREQUIPA,CAYMA,DEAN VALDIVIA SECT 7 MZ D LT 16,CAN,NEGATIVO,1.3.97,C,C,-71.5423666458994, -16.3279946508582
2016_417,2016-08-25,AREQUIPA,AREQUIPA,CAYMA,"AV AREQUIPA FRENTE A C.E, CUADRA 8 C. OBRERO",CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_418,2016-08-25,AREQUIPA,AREQUIPA,C. COLORADO,CARLOS B FLOR MZ L,CAN,NEGATIVO,1.4.242,D,D,-71.5613889165129, -16.3274203597053
2016_420,2016-08-26,AREQUIPA,AREQUIPA,SOCABAYA,SAN MARTIN DE SOCABAYA CALLE TUMBES,CAN,NEGATIVO,1.25.21,B,B,-71.5406319030108, -16.4538268045912
2016_422,2016-08-29,AREQUIPA,AREQUIPA,C. COLORADO,PEDRO HUILLCA,CAN,NEGATIVO,1.4.190,E,E,-71.581274592561, -16.3138438420673
2016_423,2016-08-31,AREQUIPA,AREQUIPA,PAUCARPATA,ALTO PAUCARPATA,CAN,NEGATIVO,1.13.8,D,D,-71.4917743432656, -16.4370240571118
2016_424,2016-09-01,AREQUIPA,AREQUIPA,SOCABAYA,BELLAPAMPA.,CAN,NEGATIVO,1.25.21,B,B,-71.5406319030108, -16.4538268045912
2016_425,2016-09-02,AREQUIPA,AREQUIPA,YURA,ALTIPLANO.,CAN,NEGATIVO,1.X.70,NA,NA,NA,NA
2016_426,2016-09-05,AREQUIPA,AREQUIPA,YURA,APIAR KM 13,CAN,NEGATIVO,1.X.38,NA,NA,NA,NA
2016_427,2016-09-06,AREQUIPA,AREQUIPA,C. COLORADO,PEDRO HUILLCA,CAN,POSITIVO,1.4.190,E,E,-71.581274592561, -16.3138438420673
2016_428,2016-09-07,AREQUIPA,AREQUIPA,MOLLEBAYA,PUENTE MOLLEBAYA S/N,CAN,NEGATIVO,1.12.7,C,C,-71.4669896155148, -16.4868565260047
2016_429,2016-09-07,AREQUIPA,AREQUIPA,CHARACATO,MOQUEGUA S/N,CAN,NEGATIVO,1.5.1,Undef,Undef,-71.473381301307, -16.4789913236769
2016_434,2016-09-09,AREQUIPA,AREQUIPA,M. MELGAR,FUERTE CENEPA,CAN,POSITIVO,1.10.52,D,D,-71.4821266650644, -16.3889172007018
2016_435,2016-09-12,AREQUIPA,AREQUIPA,YURA,ALTIPLANO MZ N LT 12,CAN,NEGATIVO,1.X.70,NA,NA,NA,NA
2016_437,2016-09-14,AREQUIPA,AREQUIPA,SOCABAYA,SAN MARTIN ZONA A,CAN,NEGATIVO,1.25.45,B,B,-71.5317702209777, -16.4417029838283
2016_438,2016-09-14,AREQUIPA,AREQUIPA,SOCABAYA,SAN MARTIN ZONA B PARQUE,CAN,NEGATIVO,1.25.45,B,B,-71.5317702209777, -16.4417029838283
2016_441,2016-09-15,AREQUIPA,AREQUIPA,HUNTER,BELLA VISTA,CAN,NEGATIVO,1.7.52,C,C,-71.5471245591508, -16.430305023061
2016_439,2016-09-15,AREQUIPA,AREQUIPA,C. COLORADO,JLBYR SEC 8  MZ L5 LTE4,CAN,NEGATIVO,1.4.306,E,E,-71.6179150496557, -16.3467216826594
2016_440,2016-09-15,AREQUIPA,AREQUIPA,HUNTER,HUNTER,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_444,2016-09-19,AREQUIPA,AREQUIPA,CHARACATO,CALLE MOQUEGUA S/N,CAN,NEGATIVO,1.5.1,Undef,Undef,-71.473381301307, -16.4789913236769
2016_442,2016-09-19,AREQUIPA,AREQUIPA,C. COLORADO,APIPA SECTOR 12 B-4,CAN,POSITIVO,1.4.325,E,E,-71.6204310834907, -16.3365793616872
2016_443,2016-09-19,AREQUIPA,AREQUIPA,CHARACATO,CHARACATO,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_446,2016-09-20,AREQUIPA,AREQUIPA,YURA,CMTE 14 DEPORCENTRO,CAN,NEGATIVO,1.29.46,D,D,-71.6143716645724, -16.3101465420724
2016_445,2016-09-20,AREQUIPA,AREQUIPA,C. COLORADO,AV R. PALMA S R PACHACUTEC,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_449,2016-09-22,AREQUIPA,AREQUIPA,M. MELGAR,g. san martin CAHUIDE 607,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2016_455,2016-09-26,AREQUIPA,AREQUIPA,HUNTER,HUNTER,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_457,2016-09-26,AREQUIPA,AREQUIPA,C. COLORADO,JLBYR,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_458,2016-09-26,AREQUIPA,AREQUIPA,C. COLORADO,JLBYR SECTOR 2,CAN,NEGATIVO,1.4.304,E,E,-71.5978467359513, -16.3311358347802
2016_459,2016-09-26,AREQUIPA,AREQUIPA,C. COLORADO,APIPA XII B4,CAN,POSITIVO,1.4.325,E,E,-71.6204310834907, -16.3365793616872
2016_460,2016-09-26,AREQUIPA,AREQUIPA,C. COLORADO,APIPA XII MZ B L3,CAN,POSITIVO,1.4.325,E,E,-71.6204310834907, -16.3365793616872
2016_463,2016-09-28,AREQUIPA,AREQUIPA,HUNTER,LA MANSION F 25,CAN,NEGATIVO,1.7.41,C,C,-71.5580542231, -16.4621998153089
2016_461,2016-09-28,AREQUIPA,AREQUIPA,C. COLORADO,VILLA PARAISO MZ B2 L1,CAN,NEGATIVO,1.4.283,D,D,-71.5552974755668, -16.3340071143718
2016_462,2016-09-28,AREQUIPA,AREQUIPA,C. COLORADO,"NAZARENO 6 ETAPA",CAN,POSITIVO,1.4.280,C,C,-71.5493196423587, -16.3276160973787
2016_464,2016-09-29,AREQUIPA,AREQUIPA,PAUCARPATA,15aug2023,CAN,NEGATIVO,1.13.95,C,C,-71.5001396071035, -16.4115782436939
2016_465,2016-09-29,AREQUIPA,AREQUIPA,C. COLORADO,V. A. BELAUNDE,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_467,2016-10-03,AREQUIPA,AREQUIPA,PAUCARPATA,M. GRAU ZONA B,CAN,NEGATIVO,1.13.99,C,C,-71.4886170522165, -16.4116377700973
2016_468,2016-10-03,AREQUIPA,AREQUIPA,J.L.B. Y R,SIMON BOLIVAR BENIGNO BALLON FARFAN 302,CAN,POSITIVO,1.8.12,C,C,-71.5110868089567, -16.4445145979982
2016_471,2016-10-03,AREQUIPA,AREQUIPA,CAYMA,RAFAEL BELAUNDE ZN C MZ E 32,CAN,NEGATIVO,1.3.57,C,C,-71.5412317881648, -16.3345635899111
2016_469,2016-10-03,AREQUIPA,AREQUIPA,C. COLORADO,APIPA XIII,CAN,POSITIVO,1.4.326,E,E,-71.6239390650621, -16.336218403191
2016_472,2016-10-04,AREQUIPA,AREQUIPA,J.L.B. Y R,SIMON BOLIVAR BENIGNO BALLON FARFAN 302,CAN,NEGATIVO,1.8.12,C,C,-71.5110868089567, -16.4445145979982
2016_475,2016-10-05,AREQUIPA,AREQUIPA,SACHACA,URB EL DORADO H12,CAN,NEGATIVO,1.18.11A,B,B,-71.5746778387185, -16.4269141743747
2016_476,2016-10-05,AREQUIPA,AREQUIPA,PAUCARPATA,M. PUMACAHUA T. AMARU,CAN,NEGATIVO,1.13.12,E,E,-71.481736890494, -16.4335710553028
2016_477,2016-10-05,AREQUIPA,AREQUIPA,C. COLORADO,ZAMACOLA,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_478,2016-10-06,AREQUIPA,AREQUIPA,HUNTER,HUNTER,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_479,2016-10-10,AREQUIPA,AREQUIPA,CERCADO,UMACOLLO PTE SAN MARTIN,CAN,NEGATIVO,1.27.41,A,A,-71.5446010735844, -16.4010450026374
2016_481,2016-10-11,AREQUIPA,AREQUIPA,M. MELGAR,CALLE ICA 508,CAN,POSITIVO,1.10.2,B,B,-71.5075955609585, -16.402368289414
2016_483,2016-10-11,AREQUIPA,AREQUIPA,CAYMA,RAFAEL BELAUNDE ZN A MZ A4,CAN,NEGATIVO,1.3.57,C,C,-71.5412317881648, -16.3345635899111
2016_480,2016-10-11,AREQUIPA,AREQUIPA,C. COLORADO,J. L. B Y R SEC3 MZ4-16 L5 DETR�S DE LLAMAGAS,CAN,POSITIVO,1.4.124,E,E,-71.594045871978, -16.3369774720839
2016_482,2016-10-11,AREQUIPA,AREQUIPA,MIRAFLORES,ALAMEDA SALAVERRY U15 CALLE 24,CAN,POSITIVO,1.11.64,B,B,-71.5106904456261, -16.3938489479457
2016_484,2016-10-12,AREQUIPA,AREQUIPA,CHARACATO,PLAZA PRINCIPAL,CAN,NEGATIVO,1.5.7,C,C,-71.4845273880199, -16.4690081978796
2016_485,2016-10-12,AREQUIPA,AREQUIPA,SACHACA,IRRIGAC HUARANGUILLO N° 1,CAN,POSITIVO,1.18.22,B,B,-71.580857117151, -16.411906006938
2016_486,2016-10-12,AREQUIPA,AREQUIPA,M. MELGAR,TORRENTERA CANCHA REVOLUCION,CAN,NEGATIVO,1.10.2,B,B,-71.5075955609585, -16.402368289414
2016_487,2016-10-12,AREQUIPA,AREQUIPA,M. MELGAR,TORRENTERA CANCHA REVOLUCION,CAN,NEGATIVO,1.10.2,B,B,-71.5075955609585, -16.402368289414
2016_488,2016-10-12,AREQUIPA,AREQUIPA,M. MELGAR,TORRENTERA CANCHA REVOLUCION,CAN,NEGATIVO,1.10.2,B,B,-71.5075955609585, -16.402368289414
2016_491,2016-10-13,AREQUIPA,AREQUIPA,YURA,ASC J. A QUIÑONES,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_490,2016-10-14,AREQUIPA,AREQUIPA,SACHACA,IRRIGAC HUARANGUILLO N° 1,CAN,NEGATIVO,1.18.22,B,B,-71.580857117151, -16.411906006938
2016_492,2016-10-14,AREQUIPA,AREQUIPA,MIRAFLORES,INTERS TACNA Y ARICA AV S. MARTIN,CAN,NEGATIVO,1.11.18-24,NA,NA,NA,NA
2016_493,2016-10-14,AREQUIPA,AREQUIPA,C. COLORADO,C. MUNICIPAL ZN 6 MZ B L 22,CAN,POSITIVO,1.4.185,D,D,-71.5904231882725, -16.3185481641075
2016_494,2016-10-14,AREQUIPA,AREQUIPA,C. COLORADO,BALLON FARFAN  P 22,CAN,POSITIVO,1.4.275,D,D,-71.5552121069979, -16.3273682173911
2016_495,2016-10-17,AREQUIPA,AREQUIPA,C. COLORADO,JORGE CHAVEZ R-9,CAN,POSITIVO,1.4.278,E,E,-71.5454057078668, -16.3234320986221
2016_496,2016-10-18,AREQUIPA,AREQUIPA,MIRAFLORES,M. PUMACAHUA T. AMARU 109,CAN,NEGATIVO,1.11.55,D,D,-71.4994969031723, -16.3709831191921
2016_497,2016-10-18,AREQUIPA,AREQUIPA,MIRAFLORES,M. PUMACAHUA T. AMARU 109,CAN,NEGATIVO,1.11.55,D,D,-71.4994969031723, -16.3709831191921
2016_502,2016-10-18,AREQUIPA,AREQUIPA,C. COLORADO,S. R PACHACUTEC,CAN,NEGATIVO,NA,NA,NA,NA,NA
2016_503,2016-10-21,AREQUIPA,AREQUIPA,CAYMA,AA.HH RAMIRO PRIALE,CAN,NEGATIVO,1.3.73,D,D,-71.5503774884958, -16.3477584721778
2016_504,2016-10-21,AREQUIPA,AREQUIPA,CAYMA,AA.HH RAMIRO PRIALE,CAN,NEGATIVO,1.3.73,D,D,-71.5503774884958, -16.3477584721778
2016_507,2016-10-21,AREQUIPA,AREQUIPA,SOCABAYA,SAN MARTIN DE SOCABAYA,CAN,NEGATIVO,1.25.21,B,B,-71.5406319030108, -16.4538268045912
2016_505,2016-10-21,AREQUIPA,AREQUIPA,YURA,PROFAM,CAN,NEGATIVO,1.29.67,E,E,-71.6368638788295, -16.3126533292483
